"","TYPEOFTREE","SPECIESTYPE","SPECIES","AGE","DESCRIPTION","TREESURROUND","VIGOUR","CONDITION","DIAMETERinCENTIMETRES","SPREADRADIUSinMETRES","TREELOCATIONX","TREELOCATIONY","LONGITUDE","LATITUDE","TREETAG","TREEHEIGHTinMETRES"
"14482","ParkTree","Alder","Alnus glutinosa","Mature","Mature","Woodland","Low","Poor",71,3,332033.73,368683.56,-5.96032,54.549248,"1709",16
"14518","ParkTree","Maple","Acer pseudoplatanus","Mature","Mature","Woodland","Low","Poor",86,8,331648.86,368398.72,-5.966391,54.546791,"2267",25
"14562","ParkTree","Ash","Fraxinus excelsior","Young Mature","Semi-Mature","Woodland","Low","Poor",41,7,332459.86,368562.54,-5.953794,54.54805,"1150",12
"14619","StreetTree","Hornbeam","Carpinus betulus 'Fastigiata'","Semi-Mature","Semi Mature","Tarmac","Low","Poor",14,1,332247.94,371057.81,-5.955946,54.570506,"",3
"14646","ParkTree","Pine","Pinus (type)","Young Mature","Semi-Mature","Woodland","Low","Poor",50,4,331423.92,368610.5,-5.96977,54.54875,"2520",7
"14658","StreetTree","Maple","Acer cappadocicum 'Rubrum'","Juvenile","Select Standard","Tarmac","Low","Poor",1,1,333109.93,372668.65,-5.941899,54.584741,"",1
"14659","StreetTree","Maple","Acer cappadocicum 'Rubrum'","Juvenile","Select Standard","Tarmac","Normal","Poor",1,1,333108.09,372666.25,-5.941928,54.58472,"",1
"14663","StreetTree","Lime","Tilla x europaea","Juvenile","Select Standard","Tarmac","Low","Poor",1,1,332467.14,370619.75,-5.952756,54.566516,"",1
"14698","ParkTree","Pine","Pinus (type)","Young Mature","Semi-Mature","Woodland","Low","Poor",45,3,331412.55,368637.03,-5.969934,54.548991,"2565",19
"14702","StreetTree","Lime","Tilla cordata 'Green Spire'","","N/A","Tarmac","Low","Poor",-1,1,334108.69,372228.03,-5.926662,54.580522,"",-1
"14703","StreetTree","Lime","Tilla cordata 'Green Spire'","","N/A","Tarmac","Normal","Poor",-1,1,334071.57,371863.63,-5.927402,54.577261,"",1
"14708","StreetTree","Rowan","Sorbus x thuringiaca 'Fastigiata'","","N/A","Tarmac","Low","Poor",-1,1,334092.85,372531.61,-5.926769,54.583252,"",0
"14716","StreetTree","Lime","Tilla cordata 'Green Spire'","","N/A","Tarmac","Normal","Poor",-1,1,335852.44,373567.15,-5.899095,54.592079,"",1
"14730","StreetTree","Rowan","Sorbus Spp","","N/A","Tarmac","Low","Poor",-1,0,335072.31,372495.65,-5.911647,54.582669,"",0
"14749","StreetTree","Oak","Quercus robur 'Fastigiata'","Juvenile","Select Standard","Tarmac","Low","Poor",5,1,335138.99,373417.78,-5.910193,54.590929,"",6
"14752","StreetTree","Ash","Fraxinus excelsior 'Atlas'","Juvenile","Select Standard","Tarmac","Normal","Poor",4,1,335082.45,372760.97,-5.911369,54.585048,"",5
"14762","StreetTree","Lime","Tilla cordata 'Green Spire'","","N/A","Tarmac","Normal","Poor",-1,3,334974.13,371018.1,-5.913842,54.569431,"",0
"14764","StreetTree","Chestnut","Aesculus hippocastanum","","N/A","Tarmac","Low","Poor",-1,5,335983.87,372363.15,-5.89762,54.581235,"",0
"14771","StreetTree","Rowan","Sorbus Spp","Juvenile","Select Standard","Tarmac","Normal","Poor",10,1,333255.14,373153.5,-5.939434,54.589056,"",5
"14772","StreetTree","Rowan","Sorbus Spp","Juvenile","Heavy Standard","Tarmac","Low","Poor",6,1,333215.78,373146.29,-5.940046,54.589001,"",5
"14787","StreetTree","Lime","Tilla x europaea","","N/A","Tarmac","Low","Poor",-1,5,338497.85,374143.69,-5.857929,54.596537,"",0
"14793","StreetTree","Rowan","Sorbus aucuparia","Juvenile","Select Standard","Paved Brick Paviour","Low","Poor",4,1,331960.88,373974.06,-5.959073,54.596761,"",5
"14794","StreetTree","Rowan","Sorbus aucuparia","Semi-Mature","Semi Mature","Paved Brick Paviour","Normal","Poor",13,2,331974.8,373966.71,-5.958861,54.596692,"",6
"14804","StreetTree","Cherry","Prunus (type)","Semi-Mature","Semi Mature","Tarmac","Low","Poor",28,4,335955.27,373852.32,-5.897373,54.594611,"",9
"14811","StreetTree","Hazel","Corylus colurna","","N/A","Tarmac","Low","Poor",-1,1,332189.95,376384.56,-5.954446,54.618341,"",0
"14840","StreetTree","Lime","Tilla x europaea","Mature","Mature","Tarmac","Low","Poor",51,5,337964.9,373980.89,-5.866245,54.595222,"",15
"14908","ParkTree","Maple","Acer pseudoplatanus","Mature","Mature","Bare Ground","Low","Poor",71,8,333158.6,379363,-5.938109,54.644825,"805",22
"14969","ParkTree","Oak","Quercus robur","Young Mature","Semi-Mature","Grass","Low","Poor",57,8,334621.33,372643.9,-5.918549,54.58412,"126",15
"14980","ParkTree","Maple","Acer pseudoplatanus","Fully Mature","Fully Mature","Grass","Normal","Poor",112,7,332525.36,381191.22,-5.947084,54.661404,"2731",21
"14988","ParkTree","Hornbeam","Carpinus betulus","Young","Juvenile/Young","Bare Ground","Normal","Poor",35,3,332517.25,381137.9,-5.947234,54.660927,"2738",9
"15020","StreetTree","Cherry","Prunus x schmittii","Juvenile","Heavy Standard","Tarmac","Normal","Poor",6,1,332833.41,373102.94,-5.945976,54.588713,"",5
"15032","StreetTree","Lime","Tilla x europaea","Juvenile","Select Standard","Tarmac","Low","Poor",4,5,333798.97,375772.87,-5.929835,54.612427,"",5
"15035","ParkTree","Cypress","Cupressus (type)","Young Mature","Semi-Mature","Bare Ground","Low","Poor",36,3,332660.46,380904.64,-5.945122,54.658796,"2770",12
"15036","ParkTree","Cypress","Cupressus (type)","Young Mature","Semi-Mature","Bare Ground","Low","Poor",36,2,332654.95,380911.95,-5.945204,54.658863,"2769",9
"15040","ParkTree","Cypress","Cupressocyparis leylandii","Young Mature","Semi-Mature","Bare Ground","Normal","Poor",55,3,332694.79,380848.37,-5.944616,54.658282,"2773",14
"15087","ParkTree","Pine","Pinus sylvestris","Young Mature","Semi-Mature","Bare Ground","Normal","Poor",42,2,332490.25,381358.65,-5.947552,54.662916,"2703",9
"15115","ParkTree","Beech","Fagus sylvatica","Mature","Mature","Woodland","Low","Poor",77,9,332854.28,378917.31,-5.943022,54.640904,"394",19
"15120","ParkTree","Lime","Tilla cordata","Mature","Mature","Woodland","Low","Poor",78,6,332845.81,378943.8,-5.943141,54.641144,"404",18
"15142","StreetTree","Hazel","Corylus colurna","","N/A","Tarmac","Normal","Poor",-1,2,332545.59,373122.42,-5.950417,54.588963,"",0
"15158","ParkTree","Cherry","Prunus (type)","Young","Juvenile/Young","Shrubs","Normal","Poor",23,3,332772.76,380813.84,-5.943424,54.657951,"2793",6
"15172","ParkTree","Maple","Acer pseudoplatanus","Mature","Mature","Grass","Low","Poor",71,9,334629.66,372671,-5.918408,54.584361,"131",16
"15180","ParkTree","Cotoneaster","Cotoneaster type","Young","Juvenile/Young","Grass","Normal","Poor",32,4,332848.22,379059.48,-5.943051,54.642182,"419",8
"15181","ParkTree","Beech","Fagus sylvatica","","N/A","Woodland","Low","Poor",-77,5,331647.68,368403.9,-5.966407,54.546837,"2306",23
"15203","StreetTree","Lime","Tilla x europaea","","N/A","Tarmac","Low","Poor",-1,3,333948.67,377755.19,-5.926615,54.630183,"",0
"15244","ParkTree","Pine","Pinus sylvestris","Young Mature","Semi-Mature","Woodland","Normal","Poor",55,4,333290.15,379568.87,-5.935979,54.646639,"712",21
"15251","ParkTree","Ash","Fraxinus excelsior","","N/A","Woodland","Low","Poor",-60,14,330564.89,367228.41,-5.983649,54.536564,"2234",18
"15254","ParkTree","Yew","Taxus baccata","","N/A","Woodland","Low","Poor",-69,9,330516.89,367303.7,-5.984356,54.537253,"2225",13
"15255","ParkTree","Ash","Fraxinus excelsior","","N/A","Grass","Low","Poor",-33,13,330366.95,367397.4,-5.98663,54.538132,"2171",14
"15256","ParkTree","Ash","Fraxinus excelsior","","N/A","Grass","Low","Poor",-32,14,330349.73,367429.77,-5.986882,54.538427,"2153",16
"15257","ParkTree","Ash","Fraxinus excelsior","","N/A","Woodland","Low","Poor",-37,6,330353.52,367542.43,-5.986773,54.539438,"2107",23
"15262","ParkTree","Beech","Fagus sylvatica","","N/A","Woodland","Low","Poor",-76,12,330434.33,367457.02,-5.985563,54.53865,"1924",27
"15263","ParkTree","Beech","Fagus sylvatica","","N/A","Woodland","Low","Poor",-69,7,330432.54,367457.15,-5.985591,54.538652,"1923",28
"15264","ParkTree","Maple","Acer pseudoplatanus","","N/A","Woodland","Low","Poor",-93,7,330461.78,367414.11,-5.985158,54.538258,"1903",24
"15265","ParkTree","Pine","Pinus (type)","","N/A","Water","Low","Poor",-31,9,330882.82,368100,-5.978353,54.544307,"848",19
"15267","ParkTree","Maple","Acer pseudoplatanus","","N/A","Woodland","Low","Poor",-96,11,330785.58,368169.46,-5.979824,54.544956,"912",20
"15270","StreetTree","Rowan","Sorbus aucuparia (type)","Semi-Mature","Semi Mature","Tarmac","Normal","Poor",15,2,333381.17,376030.33,-5.93618,54.614849,"",7
"15273","StreetTree","Rowan","Sorbus aucuparia (type)","Juvenile","Select Standard","Tarmac","Normal","Poor",4,2,333395.32,376020.63,-5.935966,54.614758,"",6
"15274","StreetTree","Rowan","Sorbus aucuparia (type)","Juvenile","Select Standard","Tarmac","Low","Poor",4,2,333401.27,376016.58,-5.935875,54.61472,"",6
"15284","ParkTree","Ash","Fraxinus excelsior","","N/A","Woodland","Low","Poor",-55,11,330237.08,368046.58,-5.988348,54.543994,"2485",15
"15289","ParkTree","Pine","Pinus sylvestris","","N/A","Woodland","Low","Poor",-53,15,330073.74,368025.44,-5.99088,54.543846,"2669",21
"15296","ParkTree","Oak","Quercus robur","","N/A","Woodland","Low","Poor",-61,7,330376.87,375760.64,-5.982771,54.613211,"740",24
"15298","ParkTree","Alder","Alnus glutinosa","","N/A","Grass","Low","Poor",-75,6,330131.67,375944.85,-5.986482,54.614928,"541",14
"15299","ParkTree","Cherry","Prunus cerasifera 'Nigra'","","N/A","Woodland","Low","Poor",-55,4,330792.22,375575.01,-5.976429,54.611437,"123",9
"15300","ParkTree","Birch","Betula pubescens","","N/A","Grass","Low","Poor",-41,9,330775.81,375525.58,-5.976705,54.610998,"137",20
"15310","ParkTree","Chestnut","Aesculus hippocastanum","Fully Mature","Fully Mature","Grass","Low","Poor",112,14,333256.51,379587.71,-5.936492,54.646817,"726",21
"15320","StreetTree","Rowan","Sorbus aucuparia (type)","Juvenile","Extra Heavy Standard","Tarmac","Low","Poor",8,1,333354.07,376035.67,-5.936597,54.614904,"",6
"15339","ParkTree","Cypress","Cupressocyparis leylandii","Mature","Mature","Grass","Low","Poor",89,5,333219.15,379589.62,-5.937069,54.646844,"732",26
"15340","ParkTree","Pine","Pinus nigra","Fully Mature","Fully Mature","Bramble/Briars","Low","Poor",108,12,333226.56,379571,-5.936963,54.646675,"734",26
"15341","ParkTree","Holly","Ilex aquifolium","Young Mature","Semi-Mature","Bramble/Briars","Low","Poor",46,6,333218.25,379564.72,-5.937094,54.64662,"737",7
"15342","ParkTree","Maple","Acer pseudoplatanus","Young Mature","Semi-Mature","Bramble/Briars","Normal","Poor",46,5,333210.63,379572.57,-5.937209,54.646693,"738",16
"15346","ParkTree","Maple","Acer pseudoplatanus","Mature","Mature","Woodland","Normal","Poor",74,5,333232.95,379558.55,-5.93687,54.646561,"742",21
"15352","ParkTree","Maple","Acer pseudoplatanus","Young Mature","Semi-Mature","Bramble/Briars","Low","Poor",68,9,333229.69,379542.74,-5.936927,54.64642,"747",22
"15391","ParkTree","Chestnut","Aesculus hippocastanum","Fully Mature","Fully Mature","Bare Ground","Low","Poor",100,2,333189.54,379468.09,-5.937583,54.64576,"766",26
"15393","ParkTree","Chestnut","Aesculus hippocastanum","Young Mature","Semi-Mature","Bare Ground","Low","Poor",63,9,333184.49,379467.98,-5.937661,54.645761,"768",15
"15402","ParkTree","Alder","Alnus glutinosa","Young","Juvenile/Young","Woodland","Normal","Poor",34,2,333189.2,379422.66,-5.937609,54.645353,"778",19
"15403","ParkTree","Alder","Alnus glutinosa","Young Mature","Semi-Mature","Woodland","Normal","Poor",37,2,333165.76,379432.08,-5.937967,54.645443,"780",21
"15406","ParkTree","Pine","Pinus sylvestris","","N/A","Grass","Low","Poor",-28,4,330957.88,375395.67,-5.973947,54.609784,"33",22
"15411","ParkTree","Cherry","Prunus (type)","","N/A","Grass","Low","Poor",-43,6,330683.14,375533.15,-5.978135,54.61109,"236",15
"15416","ParkTree","Hornbeam","Carpinus betulus","","N/A","Grass","Low","Poor",-20,6,336741.77,373242.02,-5.885498,54.588921,"2674",7
"15417","ParkTree","N/A","N/A","","N/A","Grass","Normal","Poor",-19,7,336788.93,373214.53,-5.884782,54.588661,"2662",5
"15425","StreetTree","Hazel","Corylus colurna","Juvenile","Select Standard","Tarmac","Low","Poor",8,1,333538.34,377037.22,-5.933291,54.623846,"",7
"15436","ParkTree","Beech","Fagus sylvatica","Mature","Mature","Grass","Low","Poor",81,8,331311.8,370833.56,-5.970511,54.568737,"888",19
"15437","ParkTree","Beech","Fagus sylvatica","Young Mature","Semi-Mature","Grass","Low","Poor",52,6,331424.84,370884.14,-5.968742,54.569161,"862",19
"15438","ParkTree","Ash","Fraxinus excelsior","Young","Juvenile/Young","Grass","Low","Poor",35,5,331115.94,370848.69,-5.97353,54.568923,"126",14
"15442","ParkTree","Chestnut","Aesculus hippocastanum","Young Mature","Semi-Mature","Grass","Low","Poor",56,9,331617.77,374974.72,-5.963929,54.605834,"17",14
"15445","ParkTree","Cherry","Prunus 'Amanogawa'","Young","Juvenile/Young","Grass","Low","Poor",31,7,336696.44,373278.03,-5.886182,54.589256,"2683",13
"15448","ParkTree","Poplar","Populus alba","","N/A","Bare Ground","Low","Poor",-1,7,333508.67,376406.76,-5.934037,54.618194,"180",13
"15450","ParkTree","Poplar","Populus alba","","N/A","Woodland","Low","Poor",-34,4,333445.43,376408.5,-5.935014,54.618227,"160",10
"15451","ParkTree","Poplar","Populus (type)","Mature","Mature","Other","Low","Poor",78,9,333391.06,376457.94,-5.935833,54.618685,"145",15
"15460","ParkTree","Eucalyptus","Eucalyptus (type)","Young Mature","Semi-Mature","Bare Ground","Normal","Poor",45,5,333093.06,379588.21,-5.939022,54.646864,"2177",25
"15467","ParkTree","Ash","Fraxinus excelsior","Young Mature","Semi-Mature","Bare Ground","Normal","Poor",46,3,333075.85,379611.97,-5.939277,54.647082,"2184",17
"15474","ParkTree","Pine","Pinus nigra","Mature","Mature","Bare Ground","Normal","Poor",86,5,333063.4,379666.38,-5.939445,54.647574,"2191",24
"15479","ParkTree","Maple","Acer pseudoplatanus","Mature","Mature","Bare Ground","Normal","Poor",88,4,333048.47,379654.42,-5.939682,54.64747,"2196",18
"15489","StreetTree","Rowan","Sorbus aria (type)","Semi-Mature","Semi Mature","Tarmac","Normal","Poor",20,1,333846.05,375473.74,-5.929243,54.609729,"",6
"15495","StreetTree","Cherry","Prunus padus 'Watereri'","","N/A","Tarmac","Low","Poor",-10,3,333917.4,376086.7,-5.92786,54.615213,"",0
"15527","ParkTree","Maple","Acer pseudoplatanus","Mature","Mature","Shrubs","N/A","Poor",76,8,333842.96,372456.03,-5.930665,54.582639,"717",17
"15528","ParkTree","Ash","Fraxinus excelsior","","N/A","Grass","Low","Poor",-24,4,330517.37,376882.02,-5.980099,54.623242,"175",13
"15540","ParkTree","Maple","Acer pseudoplatanus","Young","Juvenile/Young","Bramble/Briars","Low","Poor",32,3,332664.27,378589.78,-5.946111,54.638014,"326",18
"15542","ParkTree","Pine","Pinus sylvestris","Young Mature","Semi-Mature","Bramble/Briars","Low","Poor",68,3,332666.51,378578.34,-5.946082,54.637911,"328",23
"15566","ParkTree","Cypress","Thuja plicata","Mature","Mature","Shrubs","Normal","Poor",83,5,332912.15,379013.38,-5.942083,54.641751,"459",26
"15569","ParkTree","Cypress","Thuja plicata","Mature","Mature","Shrubs","Low","Poor",74,4,332895.1,379006.65,-5.94235,54.641696,"462",26
"15571","ParkTree","Cypress","Cupressocyparis leylandii","Fully Mature","Fully Mature","Shrubs","Low","Poor",178,5,332890.84,379025.49,-5.942407,54.641866,"465",27
"15594","ParkTree","Maple","Acer platanoides","Young Mature","Semi-Mature","Shrubs","Low","Poor",57,7,333018.34,379183.54,-5.940362,54.643251,"587",18
"15598","ParkTree","Pine","Pinus sylvestris","Young Mature","Semi-Mature","Bramble/Briars","Normal","Poor",63,5,332667.3,378603.46,-5.946058,54.638136,"339",24
"15625","ParkTree","Cypress","Cupressocyparis leylandii","Mature","Mature","Bare Ground","Normal","Poor",72,2,332773.29,379042.72,-5.944219,54.642051,"1254",15
"15626","ParkTree","Maple","Acer pseudoplatanus","Young Mature","Semi-Mature","Bare Ground","Normal","Poor",44,4,332769.19,379046.16,-5.944281,54.642083,"1255",17
"15633","ParkTree","Beech","Fagus sylvatica","Young Mature","Semi-Mature","Woodland","Normal","Poor",37,2,331601.88,368764.21,-5.966954,54.550084,"3235",21
"15639","ParkTree","Yew","Taxus baccata","Young Mature","Semi-Mature","Grass","Low","Poor",47,5,333778.53,372472.02,-5.931654,54.5828,"471",10
"15642","ParkTree","Chestnut","Aesculus hippocastanum","Young Mature","Semi-Mature","Grass","Low","Poor",52,5,331474.76,375349.69,-5.965973,54.609237,"169",14
"15656","ParkTree","Lime","Tilla x europaea","Young Mature","Semi-Mature","Woodland","Low","Poor",69,3,333313.99,379479.56,-5.935651,54.645831,"676",27
"15670","ParkTree","Chestnut","Aesculus hippocastanum","Young Mature","Semi-Mature","Woodland","Low","Poor",68,5,332743.41,378504.38,-5.944925,54.637226,"83",21
"15672","ParkTree","Oak","Quercus robur","Young Mature","Semi-Mature","Woodland","Low","Poor",50,6,332750.95,378533.85,-5.944795,54.637489,"85",19
"15693","ParkTree","Rowan","Sorbus aucuparia","Young","Juvenile/Young","Grass","Low","Poor",15,2,332874.6,378697.71,-5.942807,54.638928,"211",6
"15701","ParkTree","Pine","Pinus sylvestris","Young Mature","Semi-Mature","Woodland","Low","Poor",40,3,333299.41,379509.73,-5.935863,54.646105,"688",18
"15713","ParkTree","Maple","Acer campestre","","N/A","Grass","Low","Poor",-35,4,330866.89,375481.36,-5.975316,54.610577,"170",13
"15714","ParkTree","Sweet Chestnut","Castanea sativa","","N/A","Grass","Low","Poor",-58,3,331961,368921.7,-5.961337,54.551404,"751",9
"15794","ParkTree","Maple","Acer pseudoplatanus","Mature","Mature","Woodland","Low","Poor",75,6,331629.35,368407.3,-5.966689,54.546873,"2310",24
"15797","ParkTree","Maple","Acer pseudoplatanus","Fully Mature","Fully Mature","Woodland","Low","Poor",110,10,331641.24,368402.07,-5.966507,54.546823,"2307",25
"15798","ParkTree","Maple","Acer pseudoplatanus","","N/A","Woodland","Low","Poor",-90,8,332208.94,369373.25,-5.957305,54.555394,"93",17
"15822","ParkTree","Lime","Tilla cordata","Young","Juvenile/Young","Woodland","Low","Poor",35,3,332756.13,378674.73,-5.944651,54.638752,"356",18
"15855","ParkTree","Ash","Fraxinus excelsior","Fully Mature","Fully Mature","Grass","Low","Poor",155,8,333088.26,379290.25,-5.939231,54.644191,"613",15
"15866","ParkTree","Pine","Pinus (type)","Young Mature","Semi-Mature","Woodland","Normal","Poor",53,3,331767.21,368868.07,-5.964354,54.550973,"2776",17
"15908","ParkTree","Cypress","Cupressus (type)","Young Mature","Semi-Mature","Grass","Low","Poor",40,4,332302.16,371518.06,-5.954901,54.574624,"175",9
"15912","StreetTree","Hornbeam","Carpinus betulus 'Fastigiata'","Semi-Mature","Semi Mature","Tarmac","Normal","Poor",21,3,333719.32,375820.48,-5.931045,54.612875,"",10
"15927","ParkTree","Oak","Quercus robur","Young Mature","Semi-Mature","Woodland","Low","Poor",47,7,332792.36,378578.19,-5.944134,54.637876,"116",14
"15943","ParkTree","Pine","Pinus sylvestris","Young Mature","Semi-Mature","Woodland","Low","Poor",51,5,332801.13,378460.83,-5.944051,54.63682,"141",14
"15957","ParkTree","Pine","Pinus sylvestris","Young Mature","Semi-Mature","Woodland","Low","Poor",60,4,332906.85,378890.32,-5.942221,54.640648,"253",23
"15983","ParkTree","Cherry","Prunus (type)","","N/A","Shrubs","Low","Poor",-14,7,337134.52,373213.67,-5.879441,54.58856,"2003",17
"15987","ParkTree","Chestnut","Aesculus hippocastanum","","N/A","Grass","Low","Poor",-80,7,330569.26,376893.97,-5.979291,54.623336,"5",6
"16054","ParkTree","Alder","Alnus glutinosa","Mature","Mature","Grass","Low","Poor",83,3,332771.56,378593.91,-5.944449,54.638023,"278",10
"16072","ParkTree","Redwood","Sequoiadendron sempervirens","Mature","Mature","Woodland","Low","Poor",77,4,332816.48,378762.18,-5.943677,54.639522,"378",9
